Epoch: 1, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_1.h5
Epoch: 2, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_2.h5
Epoch: 3, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_3.h5
Epoch: 4, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_4.h5
Epoch: 5, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_5.h5
Epoch: 6, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_6.h5
Epoch: 7, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_7.h5
Epoch: 8, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_8.h5
Epoch: 9, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_9.h5
Epoch: 10, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_10.h5
Epoch: 11, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_11.h5
Epoch: 12, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_12.h5
Epoch: 13, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_13.h5
Epoch: 14, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_14.h5
Epoch: 15, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_15.h5
Epoch: 16, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_16.h5
Epoch: 17, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_17.h5
Epoch: 18, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_18.h5
Epoch: 19, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_19.h5
Epoch: 20, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_20.h5
Epoch: 21, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_21.h5
Epoch: 22, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_22.h5
Epoch: 23, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_23.h5
Epoch: 24, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_24.h5
Epoch: 25, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_25.h5
Epoch: 26, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_26.h5
Epoch: 27, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_27.h5
Epoch: 28, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_28.h5
Epoch: 29, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_29.h5
Epoch: 30, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_30.h5
Epoch: 31, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_31.h5
Epoch: 32, Accuracy: 50.00%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_32.h5
Epoch: 1, Accuracy: 66.8749988079%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_1.h5
Epoch: 2, Accuracy: 63.1250023842%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_2.h5
Epoch: 3, Accuracy: 80.6249976158%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_3.h5
Epoch: 1, Accuracy: 50.0000000000%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_1.h5
Epoch: 2, Accuracy: 50.0000000000%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_2.h5
Epoch: 1, Accuracy: 50.0000000000%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_1.h5
Epoch: 2, Accuracy: 50.0000000000%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_2.h5
Epoch: 1, Accuracy: 75.9665668011%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_1.h5
Epoch: 2, Accuracy: 75.8708715439%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_2.h5
Epoch: 1, Accuracy: 72.7319121361%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_1.h5
Epoch: 1, Accuracy: 78.4707129002%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_1.h5
Epoch: 2, Accuracy: 79.5680761337%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_2.h5
Epoch: 1, Accuracy: 50.0000000000%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_1.h5
Epoch: 2, Accuracy: 60.0000023842%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_2.h5
Epoch: 3, Accuracy: 73.7500011921%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_3.h5
Epoch: 4, Accuracy: 64.9999976158%, Model: C:\Users\Jirka\VScode\AirRect\AiRecter\Models\model_epoch_4.h5
